Minutes,Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID,Altitude (m)
15.26666514,28.5494,40.8024,290,9.50864,97,0,3,0
15.29999847,31.9609,40.8024,328,9.53131,98,0,3,0
15.3333318,28.8428,40.8024,296,9.55398,98,0,3,0
15.36666513,28.1607,40.6008,289,9.57653,98,0,3,0
15.39999846,31.5711,40.6008,324,9.59909,98,0,3,0
15.43333179,29.1351,40.6008,299,9.62164,98,0,3,0
15.46666512,29.1351,41.1984,299,9.64453,98,0,3,0
15.49999845,31.2522,41.6016,324,9.66764,99,0,3,0
15.53333178,28.1704,41.4,295,9.69064,100,0,3,0
15.56666511,27.4065,41.4,287,9.71364,100,0,3,0
15.59999844,30.77,41.1984,319,9.73653,99,0,3,0
15.63333177,28.2621,40.9968,293,9.75931,99,0,3,0
15.6666651,33.8566,41.6016,351,9.78242,99,0,3,0
15.69999843,29.6028,41.9976,310,9.80575,100,0,3,0
15.73333176,26.929,41.1984,282,9.82864,100,0,3,0
15.76666509,26.5258,41.1984,275,9.85153,99,0,3,0
15.79999842,33.3743,41.1984,346,9.87442,99,0,3,0
15.83333175,28.1656,41.1984,292,9.8973,99,0,3,0
15.86666508,31.9274,41.6016,331,9.92042,99,0,3,0
15.89999841,29.0299,41.6016,304,9.94353,100,0,3,0
15.93333174,28.1704,41.1984,295,9.96642,100,0,3,0
15.96666507,30.6532,41.6016,321,9.98953,100,0,3,0
15.9999984,28.0749,41.6016,294,10.0126,100,0,3,0
16.03333173,30.3668,41.4,318,10.0356,100,0,3,0
16.06666506,27.311,41.6016,286,10.0588,100,0,3,0
16.09999839,27.7798,40.8024,288,10.0814,99,0,3,0
16.13333172,28.9373,41.1984,300,10.1043,99,0,3,0
16.16666505,29.7197,40.8024,305,10.127,98,0,3,0
16.19999838,29.7197,40.8024,305,10.1496,98,0,3,0
16.23333171,31.3059,40.1976,318,10.172,97,0,3,0
16.26666504,32.7262,40.0032,329,10.1942,96,0,3,0
16.29999837,31.3619,39.8016,312,10.2163,95,0,3,0
16.3333317,31.764,39.3984,316,10.2382,95,0,3,0
16.36666503,31.2892,39.3984,308,10.2601,94,0,3,0
16.39999836,31.965,38.8008,318,10.2816,95,0,3,0
16.43333169,30.3086,38.0016,292,10.3028,92,0,3,0
16.46666502,31.3005,37.3968,295,10.3235,90,0,3,0
16.49999835,32.2959,37.0008,301,10.3441,89,0,3,0
16.53333168,33.3689,36.5976,311,10.3644,89,0,3,0
16.56666501,35.0141,36,319,10.3844,87,0,3,0
16.59999834,36.4206,35.2008,328,10.404,86,0,3,0
16.63333167,41.6799,34.9992,371,10.4234,85,0,3,0
16.666665,38.4246,34.6032,338,10.4426,84,0,3,0
16.69999833,36.2439,34.4016,334,10.4618,88,0,3,0
16.73333166,38.3069,34.2,349,10.4808,87,0,3,0
16.76666499,41.9291,34.2,382,10.4998,87,0,3,0
16.79999832,42.6463,34.2,393,10.5188,88,0,3,0
16.83333165,45.4677,34.9992,419,10.5382,88,0,3,0
16.86666498,40.9869,34.9992,382,10.5576,89,0,3,0
16.89999831,42.0169,35.2008,396,10.5772,90,0,3,0
16.93333164,41.7379,34.7976,389,10.5965,89,0,3,0
16.96666497,38.9568,34.2,359,10.6155,88,0,3,0
16.9999983,37.8641,33.4008,341,10.6341,86,0,3,0
17.03333163,37.6355,32.9976,335,10.6524,85,0,3,0
17.06666496,39.6751,32.8032,349,10.6706,84,0,3,0
17.09999829,36.833,32.6016,324,10.6888,84,0,3,0
17.13333162,38.4246,32.8032,338,10.707,84,0,3,0
17.16666495,35.7811,32.4,311,10.725,83,0,3,0
17.19999828,39.3477,32.4,342,10.743,83,0,3,0
17.23333161,41.7638,32.4,363,10.761,83,0,3,0
17.26666494,38.7795,31.9968,333,10.7788,82,0,3,0
17.29999827,42.9718,31.6008,369,10.7963,82,0,3,0
17.3333316,41.8519,31.6008,355,10.8139,81,0,3,0
17.36666493,43.2106,31.1976,362,10.8312,80,0,3,0
17.39999826,41.062,31.6008,344,10.8488,80,0,3,0
17.43333159,38.0793,31.6008,323,10.8663,81,0,3,0
17.46666492,39.9877,31.1976,335,10.8836,80,0,3,0
17.49999825,46.4335,31.6008,389,10.9012,80,0,3,0
17.53333158,42.2744,31.8024,394,10.9189,89,0,3,0
17.56666491,37.8824,31.8024,361,10.9365,91,0,3,0
17.59999824,33.0553,31.8024,315,10.9542,91,0,3,0
17.63333157,35.9935,31.8024,343,10.9719,91,0,3,0
17.6666649,39.2466,31.8024,374,10.9895,91,0,3,0
17.69999823,39.2466,31.8024,374,11.0072,91,0,3,0
17.73333156,35.3324,31.3992,333,11.0247,90,0,3,0
17.76666489,36.8023,31.1976,343,11.042,89,0,3,0
17.79999822,38.1972,31.0032,352,11.0592,88,0,3,0
17.83333155,36.3524,31.0032,335,11.0764,88,0,3,0
17.86666488,31.3608,30.8016,289,11.0935,88,0,3,0
17.89999821,25.1355,30.1968,229,11.1103,87,0,3,0
17.93333154,0,20.8008,0,11.1219,0,0,3,0
17.96666487,0,13.8024,0,11.1295,0,0,3,0
17.9999982,82.3058,16.6032,362,11.1388,42,0,3,0
18.03333153,86.7963,23.1984,509,11.1517,56,0,3,0
18.06666486,74.1025,28.3968,582,11.1674,75,0,3,0
18.09999819,27.4542,31.6008,299,11.185,104,0,3,0
18.13333152,37.2877,33.9984,328,11.2039,84,0,3,0
18.16666485,28.5406,35.7984,266,11.2238,89,0,3,0
18.19999818,31.1122,37.5984,303,11.2447,93,0,3,0
18.23333151,20.5455,38.0016,142,11.2658,66,0,3,0
18.26666484,32.6842,40.0032,332,11.288,97,0,3,0
18.29999817,35.1765,41.6016,361,11.3111,98,0,3,0
18.3333315,29.4988,42.6024,312,11.3348,101,0,3,0
18.36666483,22.0368,43.7976,240,11.3591,104,0,3,0
18.39999816,18.0982,43.9992,199,11.3835,105,0,3,0
18.43333149,21.5975,45,242,11.4085,107,0,3,0
18.46666482,18.2878,46.0008,203,11.4341,106,0,3,0
18.49999815,19.0986,46.3968,208,11.4599,104,0,3,0
18.53333148,20.3598,47.8008,226,11.4864,106,0,3,0
18.56666481,26.1721,49.0032,296,11.5137,108,0,3,0
18.59999814,27.5354,50.4,297,11.5417,103,0,3,0
18.63333147,31.3763,50.6016,322,11.5698,98,0,3,0
18.6666648,32.2168,51.4008,334,11.5983,99,0,3,0
18.69999813,26.4516,51.4008,277,11.6269,100,0,3,0
18.73333146,30.1606,51.9984,319,11.6558,101,0,3,0
18.76666479,32.7672,51.9984,350,11.6847,102,0,3,0
18.79999812,30.2394,51.9984,323,11.7135,102,0,3,0
18.83333145,31.3629,52.4016,335,11.7427,102,0,3,0
18.86666478,27.4308,52.2,293,11.7717,102,0,3,0
18.89999811,27.8053,51.9984,297,11.8005,102,0,3,0
18.93333144,31.0116,52.2,328,11.8295,101,0,3,0
18.96666477,25.4333,51.9984,269,11.8584,101,0,3,0
18.9999981,28.9315,51.4008,306,11.887,101,0,3,0
19.03333143,34.3775,51.1992,360,11.9154,100,0,3,0
19.06666476,27.8762,50.9976,289,11.9438,99,0,3,0
19.09999809,30.77,50.4,319,11.9718,99,0,3,0
19.13333142,31.3763,49.9968,322,11.9995,98,0,3,0
19.16666475,35.4407,49.1976,360,12.0269,97,0,3,0
19.19999808,35.4407,49.1976,360,12.0542,97,0,3,0
19.23333141,39.9877,49.3992,402,12.0816,96,0,3,0
19.26666474,34.3178,48.6,345,12.1086,96,0,3,0
19.29999807,33.4225,48.0024,329,12.1353,94,0,3,0
19.3333314,33.9873,47.3976,331,12.1616,93,0,3,0
19.36666473,35.3639,46.3968,337,12.1874,91,0,3,0
19.39999806,32.5273,45.5976,327,12.2128,96,0,3,0
19.43333139,29.5526,45,294,12.2378,95,0,3,0
19.46666472,35.6575,44.2008,351,12.2623,94,0,3,0
19.49999805,34.6681,43.2,334,12.2863,92,0,3,0
19.53333138,34.3775,42.1992,324,12.3098,90,0,3,0
19.56666471,34.5077,41.4,318,12.3328,88,0,3,0
19.59999804,34.5077,41.4,318,12.3558,88,0,3,0
19.63333137,39.7517,40.8024,358,12.3784,86,0,3,0
19.6666647,39.9139,40.1976,372,12.4008,89,0,3,0
19.69999803,36.9239,39.6,348,12.4228,90,0,3,0
19.73333136,36.4805,39.0024,340,12.4444,89,0,3,0
19.76666469,37.8716,39.0024,349,12.4661,88,0,3,0
19.79999802,36.3312,38.5992,331,12.4875,87,0,3,0
19.83333135,36.441,38.3976,332,12.5089,87,0,3,0
19.86666468,37.4461,38.0016,349,12.53,89,0,3,0
19.89999801,34.3145,37.8,327,12.551,91,0,3,0
19.93333134,33.9531,37.5984,320,12.5719,90,0,3,0
19.96666467,36.0513,37.2024,336,12.5925,89,0,3,0
19.999998,37.8753,37.0008,353,12.6131,89,0,3,0
20.03333133,37.8753,37.2024,353,12.6338,89,0,3,0
20.06666466,35.0503,36.7992,323,12.6542,88,0,3,0
20.09999799,34.8332,36.4032,321,12.6744,88,0,3,0
20.13333132,32.9885,36.4032,304,12.6947,88,0,3,0
20.16666465,36.3524,36.4032,335,12.7149,88,0,3,0
20.19999798,33.9651,36.5976,313,12.7352,88,0,3,0
20.23333131,32.3798,36.4032,295,12.7554,87,0,3,0
20.26666464,35.3434,36.5976,322,12.7758,87,0,3,0
20.29999797,34.5077,36.7992,318,12.7962,88,0,3,0
20.3333313,32.7714,37.0008,302,12.8168,88,0,3,0
20.36666463,35.0856,37.2024,327,12.8374,89,0,3,0
20.39999796,35.969,37.5984,339,12.8583,90,0,3,0
20.43333129,37.2423,37.8,351,12.8793,90,0,3,0
20.46666462,39.1416,38.2032,373,12.9005,91,0,3,0
20.49999795,40.6883,38.8008,392,12.9221,92,0,3,0
20.53333128,38.8133,38.8008,378,12.9437,93,0,3,0
20.56666461,34.1926,38.5992,333,12.9651,93,0,3,0
20.59999794,33.0632,38.8008,322,12.9867,93,0,3,0
20.63333127,32.139,38.5992,313,13.0081,93,0,3,0
20.6666646,34.6034,38.8008,337,13.0297,93,0,3,0
20.69999793,34.6416,39.0024,341,13.0513,94,0,3,0
20.73333126,41.0417,39.6,404,13.0733,94,0,3,0
20.76666459,38.3961,40.0032,386,13.0955,96,0,3,0
20.79999792,34.7157,40.1976,349,13.1179,96,0,3,0
20.83333125,34.4562,40.3992,350,13.1403,97,0,3,0
20.86666458,37.5151,40.9968,385,13.1631,98,0,3,0
20.89999791,33.4708,41.4,347,13.1861,99,0,3,0
20.93333124,30.0803,41.6016,315,13.2092,100,0,3,0
20.96666457,29.6879,42.1992,314,13.2327,101,0,3,0
20.9999979,32.1119,42.7968,343,13.2564,102,0,3,0
21.03333123,30.873,42.9984,333,13.2803,103,0,3,0
21.06666456,36.0535,43.4016,370,13.3044,98,0,3,0
21.09999789,34.2424,44.2008,355,13.329,99,0,3,0
21.13333122,33.327,44.5968,349,13.3538,100,0,3,0
21.16666455,37.9135,45,401,13.3788,101,0,3,0
21.19999788,31.4843,44.7984,333,13.4037,101,0,3,0
21.23333121,26.8335,44.4024,281,13.4283,100,0,3,0
21.26666454,30.0121,43.4016,308,13.4524,98,0,3,0
21.29999787,28.9432,43.2,294,13.4764,97,0,3,0
21.3333312,32.6268,42.6024,328,13.5001,96,0,3,0
21.36666453,37.4096,43.4016,380,13.5242,97,0,3,0
21.39999786,38.0023,43.2,390,13.5482,98,0,3,0
21.43333119,32.2532,43.4016,331,13.5723,98,0,3,0
21.46666452,34.9485,42.9984,355,13.5962,97,0,3,0
21.49999785,33.522,43.2,337,13.6202,96,0,3,0
21.53333118,37.5676,43.4016,358,13.6443,91,0,3,0
21.56666451,35.0141,43.2,330,13.6683,90,0,3,0
21.59999784,35.4385,42.6024,334,13.692,90,0,3,0
21.63333117,34.871,42.4008,325,13.7155,89,0,3,0
21.6666645,37.768,42.1992,352,13.739,89,0,3,0
21.69999783,37.0035,42.1992,341,13.7624,88,0,3,0
21.73333116,40.693,41.9976,375,13.7858,88,0,3,0
21.76666449,40.5845,42.1992,374,13.8092,88,0,3,0
21.79999782,36.678,41.9976,338,13.8325,88,0,3,0
21.83333115,36.895,41.6016,340,13.8557,88,0,3,0
21.86666448,39.0653,41.6016,360,13.8788,88,0,3,0
21.89999781,41.9952,41.8032,387,13.902,88,0,3,0
21.93333114,41.9952,41.9976,387,13.9253,88,0,3,0
21.96666447,42.7548,41.8032,394,13.9485,88,0,3,0
21.9999978,39.3908,42.1992,363,13.972,88,0,3,0
22.03333113,37.9802,41.8032,350,13.9952,88,0,3,0
22.06666446,38.8483,41.6016,358,14.0183,88,0,3,0
22.09999779,39.3908,41.4,363,14.0413,88,0,3,0
22.13333112,39.6241,41.1984,361,14.0642,87,0,3,0
22.16666445,36.9898,41.1984,337,14.0871,87,0,3,0
22.19999778,37.8641,40.8024,341,14.1098,86,0,3,0
22.23333111,39.77,40.6008,354,14.1323,85,0,3,0
22.26666444,38.6466,40.6008,344,14.1549,85,0,3,0
22.29999777,38.6466,40.6008,344,14.1774,85,0,3,0
22.3333311,41.9046,40.8024,373,14.2001,85,0,3,0
22.36666443,39.8628,40.8024,359,14.2228,86,0,3,0
22.39999776,39.3076,40.6008,354,14.2453,86,0,3,0
22.43333109,37.3089,40.8024,336,14.268,86,0,3,0
22.46666442,36.5316,40.6008,329,14.2906,86,0,3,0
22.49999775,36.8647,41.1984,332,14.3134,86,0,3,0
22.53333108,36.9758,41.1984,333,14.3363,86,0,3,0
22.56666441,36.6605,41.4,334,14.3593,87,0,3,0
22.59999774,36.0019,41.1984,328,14.3822,87,0,3,0
22.63333107,39.8436,41.4,363,14.4052,87,0,3,0
22.6666644,41.9952,41.8032,387,14.4284,88,0,3,0
22.69999773,42.7036,42.1992,398,14.4519,89,0,3,0
22.73333106,28.1053,41.6016,259,14.475,88,0,3,0
22.76666439,30.8431,41.6016,281,14.4981,87,0,3,0
22.79999772,27.6485,40.6008,249,14.5207,86,0,3,0
22.83333105,22.0543,40.0032,194,14.5429,84,0,3,0
22.86666438,30.6942,39.8016,270,14.565,84,0,3,0
22.89999771,33.6499,39.8016,296,14.5871,84,0,3,0
22.93333104,38.993,40.6008,343,14.6097,84,0,3,0
22.96666437,39.433,40.8024,351,14.6323,85,0,3,0
22.9999977,37.0868,41.4,334,14.6553,86,0,3,0
23.03333103,33.0384,40.8024,301,14.678,87,0,3,0
23.06666436,34.1998,40.8024,308,14.7007,86,0,3,0
23.09999769,32.0901,40.8024,289,14.7233,86,0,3,0
23.13333102,33.4225,40.9968,301,14.7461,86,0,3,0
23.16666435,43.8601,41.1984,395,14.769,86,0,3,0
23.19999768,45.9903,41.9976,419,14.7923,87,0,3,0
23.23333101,41.1271,41.9976,379,14.8157,88,0,3,0
23.26666434,40.4504,42.1992,377,14.8391,89,0,3,0
23.29999767,39.2701,42.1992,366,14.8626,89,0,3,0
23.333331,36.6056,42.4008,345,14.8861,90,0,3,0
23.36666433,33.9531,42.4008,320,14.9097,90,0,3,0
23.39999766,35.3002,42.4008,329,14.9332,89,0,3,0
23.43333099,37.768,42.6024,352,14.9569,89,0,3,0
23.46666432,36.8178,42.7968,347,14.9807,90,0,3,0
23.49999765,39.046,43.2,368,15.0047,90,0,3,0
23.53333098,28.6479,42.7968,273,15.0284,91,0,3,0
23.56666431,30.77,42.6024,290,15.0521,90,0,3,0
23.59999764,31.0883,42.6024,293,15.0758,90,0,3,0
23.63333097,29.7089,42.4008,280,15.0993,90,0,3,0
23.6666643,29.1844,42.6024,272,15.123,89,0,3,0
23.69999763,32.6798,42.6024,308,15.1467,90,0,3,0
23.73333096,35.3324,43.2,333,15.1707,90,0,3,0
23.76666429,35.5738,43.7976,339,15.195,91,0,3,0
23.79999762,30.8276,43.4016,297,15.2191,92,0,3,0
23.83333095,25.6047,43.7976,244,15.2435,91,0,3,0
23.86666428,29.4874,43.6032,281,15.2677,91,0,3,0
23.89999761,34.0453,43.4016,328,15.2918,92,0,3,0
23.93333094,32.0732,43.7976,309,15.3161,92,0,3,0
23.96666427,35.6023,43.7976,343,15.3405,92,0,3,0
23.9999976,34.1926,44.4024,333,15.3651,93,0,3,0
24.03333093,30.9069,44.2008,301,15.3897,93,0,3,0
24.06666426,32.2808,44.2008,311,15.4142,92,0,3,0
24.09999759,35.4985,43.7976,342,15.4386,92,0,3,0
24.13333092,35.8099,43.7976,345,15.4629,92,0,3,0
24.16666425,38.6124,43.6032,372,15.4871,92,0,3,0
24.19999758,34.5643,43.6032,333,15.5113,92,0,3,0
24.23333091,29.4874,43.2,281,15.5353,91,0,3,0
24.26666424,33.6849,43.4016,321,15.5595,91,0,3,0
24.29999757,28.8601,42.6024,272,15.5831,90,0,3,0
24.3333309,28.1114,41.9976,262,15.6065,89,0,3,0
24.36666423,29.6245,41.9976,273,15.6298,88,0,3,0
24.39999756,36.441,41.6016,332,15.6529,87,0,3,0
24.43333089,27.3154,40.6008,246,15.6755,86,0,3,0
24.46666422,32.2429,40.3992,287,15.6979,85,0,3,0
24.49999755,38.0848,40.6008,339,15.7205,85,0,3,0
24.53333088,39.2083,40.3992,349,15.7429,85,0,3,0
24.56666421,36.7367,40.3992,327,15.7653,85,0,3,0
24.59999754,37.4376,40.3992,345,15.7878,88,0,3,0
24.63333087,34.871,39.3984,325,15.8097,89,0,3,0
24.6666642,33.314,39.1968,307,15.8315,88,0,3,0
24.69999753,38.6264,39.0024,360,15.8531,89,0,3,0
24.73333086,39.4847,39.1968,368,15.8749,89,0,3,0
24.76666419,42.0598,39.3984,392,15.8968,89,0,3,0
24.79999752,43.6693,39.8016,407,15.9189,89,0,3,0
24.83333085,36.3732,38.8008,339,15.9405,89,0,3,0
24.86666418,30.8431,38.0016,281,15.9616,87,0,3,0
24.89999751,35.3886,37.5984,315,15.9825,85,0,3,0
24.93333084,38.0835,37.3968,335,16.0032,84,0,3,0
24.96666417,42.5171,37.5984,374,16.0241,84,0,3,0
24.9999975,44.4497,37.3968,391,16.0449,84,0,3,0
25.03333083,44.4885,37.3968,396,16.0657,85,0,3,0
25.06666416,39.9947,37.5984,356,16.0866,85,0,3,0
25.09999749,39.77,37.8,354,16.1076,85,0,3,0
25.13333082,42.0835,38.3976,379,16.1289,86,0,3,0
25.16666415,44.7756,39.1968,422,16.1507,90,0,3,0
25.19999748,48.1486,40.0032,479,16.1729,95,0,3,0
25.23333081,38.8935,40.3992,391,16.1953,96,0,3,0
25.26666414,39.269,40.6008,403,16.2179,98,0,3,0
25.29999747,42.7307,41.4,443,16.2409,99,0,3,0
25.3333308,43.6953,41.4,453,16.2639,99,0,3,0
25.36666413,53.537,42.7968,527,16.2877,94,0,3,0
25.39999746,35.8853,41.9976,357,16.311,95,0,3,0
25.43333079,40.0065,41.6016,398,16.3341,95,0,3,0
25.46666412,35.4248,41.1984,345,16.357,93,0,3,0
25.49999745,37.4784,41.1984,365,16.3799,93,0,3,0
25.53333078,38.9238,41.4,375,16.4029,92,0,3,0
25.56666411,37.7865,41.1984,368,16.4258,93,0,3,0
25.59999744,41.483,41.8032,404,16.449,93,0,3,0
25.63333077,35.7847,41.9976,356,16.4723,95,0,3,0
25.6666641,31.764,42.1992,316,16.4958,95,0,3,0
25.69999743,31.8645,42.1992,317,16.5192,95,0,3,0
25.73333076,30.5577,42.6024,304,16.5429,95,0,3,0
25.76666409,30.2394,42.9984,304,16.5668,96,0,3,0
25.79999742,37.6725,43.7976,359,16.5911,91,0,3,0
25.83333075,31.7283,44.4024,309,16.6158,93,0,3,0
25.86666408,31.1876,45,307,16.6408,94,0,3,0
25.89999741,33.0707,45.7992,329,16.6662,95,0,3,0
25.93333074,34.1609,46.3968,347,16.692,97,0,3,0
25.96666407,34.1046,46.8,350,16.718,98,0,3,0
25.9999974,30.77,47.3976,319,16.7443,99,0,3,0
26.03333073,37.4936,48.0024,373,16.771,95,0,3,0
26.06666406,31.6256,48.0024,308,16.7977,93,0,3,0
26.09999739,32.8578,47.3976,320,16.824,93,0,3,0
26.13333072,32.2417,47.3976,314,16.8503,93,0,3,0
26.16666405,32.0059,46.2024,305,16.876,91,0,3,0
26.19999738,28.326,45.4032,264,16.9012,89,0,3,0
26.23333071,33.0384,44.4024,301,16.9259,87,0,3,0
26.26666404,37.753,43.4016,340,16.95,86,0,3,0
26.29999737,39.6751,42.7968,349,16.9738,84,0,3,0
26.3333307,38.0821,42.1992,331,16.9972,83,0,3,0
26.36666403,40.3832,41.4,351,17.0202,83,0,3,0
26.39999736,42.2453,40.9968,407,17.043,92,0,3,0
26.43333069,36.5182,40.0032,348,17.0652,91,0,3,0
26.46666402,36.4805,39.0024,340,17.0869,89,0,3,0
26.49999735,39.0653,38.5992,360,17.1083,88,0,3,0
26.53333068,40.1729,38.2032,366,17.1296,87,0,3,0
26.56666401,40.5022,38.5992,369,17.151,87,0,3,0
26.59999734,42.5877,38.5992,388,17.1724,87,0,3,0
26.63333067,39.9534,38.3976,364,17.1938,87,0,3,0
26.666664,42.6974,38.5992,389,17.2152,87,0,3,0
26.69999733,38.5303,38.3976,347,17.2365,86,0,3,0
26.73333066,40.2827,39.0024,367,17.2582,87,0,3,0
26.76666399,40.1505,39.6,370,17.2802,88,0,3,0
26.79999732,37.4545,40.0032,353,17.3024,90,0,3,0
26.83333065,32.5306,40.3992,310,17.3249,91,0,3,0
26.86666398,31.4504,41.1984,303,17.3478,92,0,3,0
26.89999731,37.6838,42.1992,367,17.3712,93,0,3,0
26.93333064,36.4805,43.2,340,17.3952,89,0,3,0
26.96666397,40.5058,44.2008,386,17.4198,91,0,3,0
26.9999973,38.4025,45,374,17.4448,93,0,3,0
27.03333063,33.6257,45,331,17.4698,94,0,3,0
27.06666396,30.9598,45.4032,308,17.495,95,0,3,0
27.09999729,30.9598,45.5976,308,17.5203,95,0,3,0
27.13333062,33.2149,45.4032,320,17.5456,92,0,3,0
27.16666395,48.0684,45.7992,448,17.571,89,0,3,0
27.19999728,61.0735,46.3968,582,17.5968,91,0,3,0
27.23333061,29.9929,45.7992,223,17.6222,71,0,3,0
27.26666394,29.6028,46.0008,279,17.6478,90,0,3,0
27.29999727,30.2573,45.5976,282,17.6731,89,0,3,0
27.3333306,32.4676,46.0008,306,17.6987,90,0,3,0
27.36666393,32.892,46.3968,310,17.7244,90,0,3,0
27.39999726,29.9071,46.3968,285,17.7502,91,0,3,0
27.43333059,30.7466,46.3968,293,17.776,91,0,3,0
27.46666392,32.2808,46.8,311,17.802,92,0,3,0
27.49999725,32.3207,46.8,308,17.828,91,0,3,0
27.53333058,29.5923,46.5984,282,17.8539,91,0,3,0
27.56666391,32.2158,46.8,307,17.8799,91,0,3,0
27.59999724,32.1108,46.8,306,17.9059,91,0,3,0
27.63333057,31.6911,46.3968,302,17.9317,91,0,3,0
27.6666639,32.2554,46.3968,304,17.9574,90,0,3,0
27.69999723,32.2554,46.3968,304,17.9832,90,0,3,0
27.73333056,32.9981,46.3968,311,18.009,90,0,3,0
27.76666389,32.4676,46.3968,306,18.0348,90,0,3,0
27.79999722,31.4066,45.4032,296,18.06,90,0,3,0
27.83333055,33.1543,45.5976,309,18.0853,89,0,3,0
27.86666388,33.4225,45.4032,308,18.1105,88,0,3,0
27.89999721,34.136,45,311,18.1355,87,0,3,0
27.93333054,33.8067,44.7984,308,18.1604,87,0,3,0
27.96666387,34.0262,43.7976,310,18.1848,87,0,3,0
27.9999972,38.3082,44.5968,345,18.2095,86,0,3,0
28.03333053,41.9725,43.7976,378,18.2339,86,0,3,0
28.06666386,33.4225,43.6032,322,18.2581,92,0,3,0
28.09999719,36.744,42.9984,354,18.282,92,0,3,0
28.13333052,33.2651,43.4016,317,18.3061,91,0,3,0
28.16666385,36.7281,43.2,350,18.3301,91,0,3,0
28.19999718,38.3021,43.4016,365,18.3542,91,0,3,0
28.23333051,34.2096,43.2,326,18.3782,91,0,3,0
28.26666384,36.3083,43.4016,346,18.4023,91,0,3,0
28.29999717,33.0553,43.4016,315,18.4264,91,0,3,0
28.3333305,35.7836,43.2,341,18.4504,91,0,3,0
28.36666383,36.5182,43.4016,348,18.4745,91,0,3,0
28.39999716,30.3269,43.4016,289,18.4986,91,0,3,0
28.43333049,32.7998,43.7976,316,18.523,92,0,3,0
28.46666382,32.3444,44.5968,315,18.5478,93,0,3,0
28.49999715,37.0797,45,365,18.5728,94,0,3,0
28.53333048,45.2506,45.7992,417,18.5982,88,0,3,0
28.56666381,38.1972,46.3968,360,18.624,90,0,3,0
28.59999714,33.3701,46.3968,318,18.6498,91,0,3,0
28.63333047,40.7157,47.3976,388,18.6761,91,0,3,0
28.6666638,33.5263,47.5992,323,18.7025,92,0,3,0
28.69999713,34.1926,48.0024,333,18.7292,93,0,3,0
28.73333046,33.9305,48.3984,334,18.7561,94,0,3,0
28.76666379,27.0225,48.3984,266,18.783,94,0,3,0
28.79999712,26.8193,48.1968,264,18.8097,94,0,3,0
28.83333045,31.0603,48.6,309,18.8367,95,0,3,0
28.86666378,31.3466,48.8016,302,18.8639,92,0,3,0
28.89999711,36.7865,49.1976,339,18.8912,88,0,3,0
28.93333044,32.88,49.0032,303,18.9184,88,0,3,0
28.96666377,32.2289,48.6,297,18.9454,88,0,3,0
28.9999971,37.4376,48.8016,345,18.9725,88,0,3,0
29.03333043,37.6546,48.6,347,18.9995,88,0,3,0
29.06666376,40.0631,48.3984,365,19.0264,87,0,3,0
29.09999709,36.0019,48.0024,328,19.0531,87,0,3,0
29.13333042,39.9738,47.8008,360,19.0796,86,0,3,0
29.16666375,36.7537,47.5992,331,19.1061,86,0,3,0
29.19999708,32.6355,47.2032,311,19.1323,91,0,3,0
29.23333041,0,43.4016,0,19.1564,0,0,3,0
29.26666374,0,36.7992,0,19.1769,0,0,3,0
29.29999707,0,35.4024,0,19.1965,0,0,3,0
29.3333304,64.9352,36.7992,476,19.217,70,0,3,0
29.36666373,40.9442,37.5984,313,19.2379,73,0,3,0
29.39999706,0,36.2016,0,19.258,0,0,3,0
29.43333039,52.0185,36.5976,414,19.2783,76,0,3,0
29.46666372,46.9926,35.7984,374,19.2982,76,0,3,0
29.49999705,0,33.4008,0,19.3168,0,0,3,0
29.53333038,41.7441,33.4008,306,19.3353,70,0,3,0
29.56666371,55.0093,33.7968,409,19.3541,71,0,3,0
29.59999704,48.1046,34.9992,403,19.3735,80,0,3,0
29.63333037,46.3823,35.2008,408,19.3931,84,0,3,0
29.6666637,35.1639,35.2008,313,19.4126,85,0,3,0
29.69999703,34.0404,35.2008,303,19.4322,85,0,3,0
29.73333036,37.5069,33.9984,326,19.4511,83,0,3,0
29.76666369,44.2528,34.2,380,19.4701,82,0,3,0
29.79999702,42.795,33.7968,363,19.4889,81,0,3,0
29.83333035,42.0876,33.4008,357,19.5074,81,0,3,0
29.86666368,62.6009,34.6032,531,19.5266,81,0,3,0
29.89999701,44.8686,33.7968,343,19.5454,73,0,3,0
29.93333034,39.7298,33.6024,337,19.5641,81,0,3,0
29.96666367,33.9909,33.6024,299,19.5828,84,0,3,0
29.999997,33.4225,33.4008,315,19.6013,90,0,3,0
30.03333033,29.7421,33.6024,299,19.62,96,0,3,0
30.06666366,32.4278,33.6024,326,19.6386,96,0,3,0
30.09999699,33.1712,32.9976,330,19.657,95,0,3,0
30.13333032,39.6194,33.1992,390,19.6754,94,0,3,0
30.16666365,35.3947,32.4,341,19.6934,92,0,3,0
30.19999698,34.1491,31.6008,329,19.711,92,0,3,0
30.23333031,32.6798,31.3992,308,19.7284,90,0,3,0
30.26666364,32.3374,30.3984,298,19.7453,88,0,3,0
30.29999697,34.9043,30.1968,318,19.7621,87,0,3,0
30.3333303,35.4212,30.0024,319,19.7788,86,0,3,0
30.36666363,38.0848,30.0024,339,19.7954,85,0,3,0
30.39999696,36.492,29.3976,321,19.8118,84,0,3,0
30.43333029,37.737,28.0008,328,19.8273,83,0,3,0
