Minutes,Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID,Altitude (m)
15.23333181,21.5682,22.6008,131,16.2141,58,0,4,0
15.26666514,22.2268,22.6008,135,16.2266,58,0,4,0
15.29999847,22.2268,22.8024,135,16.2393,58,0,4,0
15.3333318,21.0408,22.9968,130,16.2521,59,0,4,0
15.36666513,19.0986,22.9968,118,16.2648,59,0,4,0
15.39999846,18.9367,22.8024,117,16.2775,59,0,4,0
15.43333179,22.4975,23.1984,139,16.2904,59,0,4,0
15.46666512,21.6882,23.1984,134,16.3033,59,0,4,0
15.49999845,21.2027,23.1984,131,16.3162,59,0,4,0
15.53333178,24.9873,23.6016,157,16.3293,60,0,4,0
15.56666511,20.4208,23.8032,139,16.3425,65,0,4,0
15.59999844,19.5199,23.8032,139,16.3557,68,0,4,0
15.63333177,19.6603,23.9976,140,16.3691,68,0,4,0
15.6666651,17.5539,23.8032,125,16.3823,68,0,4,0
15.69999843,19.9412,24.1992,142,16.3957,68,0,4,0
15.73333176,18.9622,23.9976,139,16.4091,70,0,4,0
15.76666509,17.1611,24.4008,124,16.4226,69,0,4,0
15.79999842,19.3714,24.4008,142,16.4362,70,0,4,0
15.83333175,19.6443,24.7968,144,16.45,70,0,4,0
15.86666508,19.6443,24.6024,144,16.4636,70,0,4,0
15.89999841,19.7711,24.7968,147,16.4774,71,0,4,0
15.93333174,19.0986,24.7968,142,16.4912,71,0,4,0
15.96666507,18.0226,24.7968,134,16.505,71,0,4,0
15.9999984,19.0986,24.7968,142,16.5187,71,0,4,0
16.03333173,22.0575,25.2,164,16.5327,71,0,4,0
16.06666506,20.4249,25.4016,154,16.5468,72,0,4,0
16.09999839,19.2312,25.4016,145,16.561,72,0,4,0
16.13333172,18.3137,25.6032,140,16.5752,73,0,4,0
16.16666505,20.5375,25.6032,157,16.5894,73,0,4,0
16.19999838,19.6148,25.7976,152,16.6037,74,0,4,0
16.23333171,17.0339,25.7976,132,16.6181,74,0,4,0
16.26666504,18.5824,25.7976,144,16.6324,74,0,4,0
16.29999837,19.2294,25.6032,147,16.6466,73,0,4,0
16.3333317,18.5753,25.4016,142,16.6607,73,0,4,0
16.36666503,17.7723,25.2,134,16.6747,72,0,4,0
16.39999836,17.4846,24.6024,130,16.6884,71,0,4,0
16.43333169,0,23.4,0,16.7014,0,0,4,0
16.46666502,0,21.8016,0,16.7135,0,0,4,0
16.49999835,0,15.7968,0,16.7223,0,0,4,0
16.53333168,0,9.4032,0,16.7275,0,0,4,0
16.56666501,0,8.5968,0,16.7323,0,0,4,0
16.59999834,0,11.3976,0,16.7386,0,0,4,0
16.63333167,64.1925,16.2,242,16.7476,36,0,4,0
16.666665,73.2113,21.1968,414,16.7594,54,0,5,0
16.69999833,63.1394,25.9992,443,16.7738,67,0,5,0
16.73333166,50.8072,28.3968,415,16.7896,78,0,5,0
16.76666499,43.2527,30.3984,385,16.8065,85,0,5,0
16.79999832,33.4762,31.6008,312,16.8241,89,0,5,0
16.83333165,30.7238,32.4,296,16.8421,92,0,5,0
16.86666498,29.7654,33.1992,293,16.8605,94,0,5,0
16.89999831,34.1188,33.7968,343,16.8793,96,0,5,0
16.93333164,27.3811,34.4016,281,16.8984,98,0,5,0
16.96666497,32.6026,34.6032,338,16.9176,99,0,5,0
16.9999983,30.9397,35.4024,324,16.9373,100,0,5,0
17.03333163,29.2152,35.4024,309,16.957,101,0,5,0
17.06666496,29.7604,36,321,16.977,103,0,5,0
17.09999829,28.6479,36.4032,312,16.9972,104,0,5,0
17.13333162,31.0352,36.5976,338,17.0175,104,0,5,0
17.16666495,30.2849,36.5976,333,17.0378,105,0,5,0
17.19999828,30.0893,37.0008,334,17.0584,106,0,5,0
17.23333161,33.6687,37.2024,342,17.0791,97,0,5,0
17.26666494,32.1661,36.7992,320,17.0995,95,0,5,0
17.29999827,31.5326,37.0008,317,17.1201,96,0,5,0
17.3333316,32.8697,37.3968,327,17.1408,95,0,5,0
17.36666493,36.1083,37.3968,363,17.1616,96,0,5,0
17.39999826,31.4331,37.5984,316,17.1825,96,0,5,0
17.43333159,30.0405,37.3968,302,17.2033,96,0,5,0
17.46666492,31.0352,37.3968,312,17.2241,96,0,5,0
17.49999825,33.0247,37.5984,332,17.2449,96,0,5,0
17.53333158,29.5526,37.2024,294,17.2656,95,0,5,0
17.56666491,31.7315,37.5984,319,17.2865,96,0,5,0
17.59999824,29.3442,37.0008,295,17.3071,96,0,5,0
17.63333157,29.6426,37.3968,298,17.3278,96,0,5,0
17.6666649,30.4572,37.2024,303,17.3485,95,0,5,0
17.69999823,29.6426,37.2024,298,17.3692,96,0,5,0
17.73333156,29.9546,37.3968,298,17.3899,95,0,5,0
17.76666489,40.7568,38.2032,414,17.4112,97,0,5,0
17.79999822,30.5967,38.2032,314,17.4324,98,0,5,0
17.83333155,26.6991,38.0016,274,17.4535,98,0,5,0
17.86666488,28.6479,38.2032,294,17.4747,98,0,5,0
17.89999821,32.1558,38.3976,330,17.4961,98,0,5,0
17.93333154,36.461,38.8008,378,17.5176,99,0,5,0
17.96666487,29.0299,38.8008,304,17.5392,100,0,5,0
17.9999982,29.3163,38.8008,307,17.5607,100,0,5,0
18.03333153,32.1811,39.1968,337,17.5825,100,0,5,0
18.06666486,31.2262,39.1968,327,17.6043,100,0,5,0
18.09999819,29.3163,39.0024,307,17.6259,100,0,5,0
18.13333152,29.6983,39.1968,311,17.6477,100,0,5,0
18.16666485,28.1704,39.1968,295,17.6695,100,0,5,0
18.19999818,28.8389,39.0024,302,17.6912,100,0,5,0
18.23333151,27.8839,39.1968,292,17.7129,100,0,5,0
18.26666484,32.2766,39.3984,338,17.7348,100,0,5,0
18.29999817,28.1704,38.8008,295,17.7564,100,0,5,0
18.3333315,30.4623,39.1968,319,17.7782,100,0,5,0
18.36666483,34.6044,39.8016,366,17.8003,101,0,5,0
18.39999816,26.1201,40.0032,279,17.8225,102,0,5,0
18.43333149,26.3301,40.0032,284,17.8447,103,0,5,0
18.46666482,25.6811,40.1976,277,17.8671,103,0,5,0
18.49999815,35.0753,41.1984,382,17.8899,104,0,5,0
18.53333148,24.4644,41.4,269,17.9129,105,0,5,0
18.56666481,27.3747,41.6016,301,17.9361,105,0,5,0
18.59999814,36.1252,42.1992,401,17.9595,106,0,5,0
18.63333147,35.4553,41.9976,375,17.9828,101,0,5,0
18.6666648,31.2007,41.9976,330,18.0062,101,0,5,0
18.69999813,33.7034,42.1992,360,18.0296,102,0,5,0
18.73333146,31.7374,42.1992,339,18.0531,102,0,5,0
18.76666479,26.7569,41.6016,283,18.0762,101,0,5,0
18.79999812,30.3668,41.4,318,18.0992,100,0,5,0
18.83333145,36.5738,41.4,383,18.1222,100,0,5,0
18.86666478,29.4118,41.6016,308,18.1453,100,0,5,0
18.89999811,29.7938,41.4,312,18.1683,100,0,5,0
18.93333144,32.3721,41.4,339,18.1913,100,0,5,0
18.96666477,36.3062,41.8032,384,18.2145,101,0,5,0
18.9999981,30.6532,41.4,321,18.2375,100,0,5,0
19.03333143,34.091,41.4,357,18.2605,100,0,5,0
19.06666476,31.7037,41.6016,332,18.2836,100,0,5,0
19.09999809,32.4676,41.4,340,18.3066,100,0,5,0
19.13333142,31.3217,41.1984,328,18.3295,100,0,5,0
19.16666475,36.5738,41.9976,383,18.3528,100,0,5,0
19.19999808,24.3507,40.9968,255,18.3756,100,0,5,0
19.23333141,28.5504,40.3992,293,18.3981,98,0,5,0
19.26666474,38.587,40.6008,396,18.4206,98,0,5,0
19.29999807,34.0072,40.8024,349,18.4433,98,0,5,0
19.3333314,31.6013,40.1976,321,18.4656,97,0,5,0
19.36666473,34.9146,39.6,351,18.4876,96,0,5,0
19.39999806,32.2666,39.0024,321,18.5093,95,0,5,0
19.43333139,34.9114,38.5992,340,18.5307,93,0,5,0
19.46666472,36.1436,38.0016,352,18.5518,93,0,5,0
19.49999805,32.3207,37.8,308,18.5728,91,0,5,0
19.53333138,37.9873,37.8,362,18.5938,91,0,5,0
19.56666471,32.9503,37.8,314,18.6148,91,0,5,0
19.59999804,34.5244,37.8,329,18.6358,91,0,5,0
19.63333137,35.154,37.8,335,18.6568,91,0,5,0
19.6666647,33.7898,37.8,322,18.6778,91,0,5,0
19.69999803,37.2528,38.0016,355,18.6989,91,0,5,0
19.73333136,33.5799,37.8,320,18.7199,91,0,5,0
19.76666469,32.4256,37.8,309,18.7409,91,0,5,0
19.79999802,37.0429,37.8,353,18.7619,91,0,5,0
19.83333135,31.6911,37.5984,302,18.7828,91,0,5,0
19.86666468,33.2103,37.3968,313,18.8036,90,0,5,0
19.89999801,35.1202,37.3968,331,18.8244,90,0,5,0
19.93333134,36.0984,37.3968,344,18.8452,91,0,5,0
19.96666467,34.9146,37.2024,351,18.8658,96,0,5,0
19.999998,34.9146,37.2024,351,18.8865,96,0,5,0
20.03333133,35.2821,37.3968,351,18.9073,95,0,5,0
20.06666466,31.8645,37.0008,317,18.9278,95,0,5,0
20.09999799,30.9844,36.7992,305,18.9483,94,0,5,0
20.13333132,29.9827,36.2016,292,18.9684,93,0,5,0
20.16666465,33.2685,36.5976,324,18.9887,93,0,5,0
20.19999798,35.5559,36.5976,350,19.009,94,0,5,0
20.23333131,31.2149,36.2016,304,19.0292,93,0,5,0
20.26666464,38.6079,36.5976,376,19.0495,93,0,5,0
20.29999797,33.1658,36,323,19.0695,93,0,5,0
20.3333313,33.4739,36.4032,326,19.0897,93,0,5,0
20.36666463,34.09,36,332,19.1097,93,0,5,0
20.39999796,34.2529,36,330,19.1297,92,0,5,0
20.43333129,33.1111,36,319,19.1497,92,0,5,0
20.46666462,35.1871,36,339,19.1697,92,0,5,0
20.49999795,38.1972,36.5976,372,19.19,93,0,5,0
20.53333128,35.2511,36.5976,347,19.2104,94,0,5,0
20.56666461,34.9464,37.0008,344,19.2309,94,0,5,0
20.59999794,34.9806,37.0008,348,19.2515,95,0,5,0
20.63333127,31.0603,37.2024,309,19.2722,95,0,5,0
20.6666646,30.9598,36.7992,308,19.2926,95,0,5,0
20.69999793,36.0638,37.0008,355,19.3132,94,0,5,0
20.73333126,30.1717,36.7992,297,19.3336,94,0,5,0
20.76666459,33.2718,37.0008,331,19.3542,95,0,5,0
20.79999792,32.3671,36.7992,322,19.3746,95,0,5,0
20.83333125,30.4765,36.5976,300,19.3949,94,0,5,0
20.86666458,34.1337,37.0008,336,19.4155,94,0,5,0
20.89999791,34.3775,36.7992,342,19.4359,95,0,5,0
20.93333124,30.1717,36.5976,297,19.4563,94,0,5,0
20.96666457,35.8607,37.0008,353,19.4768,94,0,5,0
20.9999979,30.3567,37.0008,302,19.4974,95,0,5,0
21.03333123,35.7847,37.2024,356,19.518,95,0,5,0
21.06666456,34.8151,37.5984,350,19.5389,96,0,5,0
21.09999789,29.6426,37.2024,298,19.5596,96,0,5,0
21.13333122,34.4173,37.5984,346,19.5805,96,0,5,0
21.16666455,31.2614,37.2024,311,19.6012,95,0,5,0
21.19999788,33.4728,37.2024,333,19.6218,95,0,5,0
21.23333121,32.4676,37.0008,323,19.6424,95,0,5,0
21.26666454,33.6738,37.2024,335,19.6631,95,0,5,0
21.29999787,35.1816,36.7992,350,19.6835,95,0,5,0
21.3333312,33.8749,37.0008,337,19.7041,95,0,5,0
21.36666453,33.3723,36.7992,332,19.7245,95,0,5,0
21.39999786,31.965,36.7992,318,19.7449,95,0,5,0
21.43333119,32.2035,36.5976,317,19.7653,94,0,5,0
21.46666452,35.4543,37.0008,349,19.7858,94,0,5,0
21.49999785,35.048,36.7992,345,19.8063,94,0,5,0
21.53333118,33.9754,37.0008,338,19.8268,95,0,5,0
21.56666451,33.0162,36.5976,325,19.8472,94,0,5,0
21.59999784,32.2035,36.7992,317,19.8676,94,0,5,0
21.63333117,37.2829,36.7992,367,19.888,94,0,5,0
21.6666645,40.2076,37.3968,400,19.9088,95,0,5,0
21.69999783,35.412,36.2016,356,19.9289,96,0,5,0
21.73333116,0,33.7968,0,19.9477,0,0,6,0
21.76666449,0,31.3992,0,19.9652,0,0,6,0
21.79999782,0,29.2032,0,19.9814,0,0,6,0
21.83333115,0,27.2016,0,19.9965,0,0,6,0
21.86666448,0,25.4016,0,20.0106,0,0,6,0
21.89999781,0,23.8032,0,20.0238,0,0,6,0
21.93333114,8.04151,22.3992,48,20.0363,57,0,6,0
21.96666447,15.1766,22.0032,89,20.0485,56,0,6,0
21.9999978,15.1766,21.8016,89,20.0606,56,0,6,0
22.03333113,13.1954,21.0024,76,20.0723,55,0,6,0
22.06666446,7.02684,20.2032,39,20.0835,53,0,6,0
22.09999779,11.0472,20.0016,59,20.0946,51,0,6,0
22.13333112,20.222,20.0016,108,20.1057,51,0,6,0
22.16666445,17.2262,20.0016,92,20.1168,51,0,6,0
22.19999778,14.4176,19.8,77,20.1278,51,0,6,0
22.23333111,15.0879,19.8,79,20.1388,50,0,6,0
22.26666444,19.0986,20.2032,102,20.1501,51,0,6,0
22.29999777,17.7879,20.2032,95,20.1613,51,0,6,0
22.3333311,14.8749,20.2032,81,20.1725,52,0,6,0
22.36666443,15.0585,20.3976,82,20.1838,52,0,6,0
22.39999776,15.4258,20.3976,84,20.1952,52,0,6,0
22.43333109,18.1804,20.8008,99,20.2067,52,0,6,0
22.46666442,15.6753,20.8008,87,20.2183,53,0,6,0
22.49999775,17.507,21.0024,99,20.23,54,0,6,0
22.53333108,20.1596,21.3984,114,20.2418,54,0,6,0
22.56666441,19.0986,21.8016,110,20.254,55,0,6,0
22.59999774,17.5639,22.0032,103,20.2662,56,0,6,0
22.63333107,20.4388,22.6008,122,20.2787,57,0,6,0
22.6666644,20.5804,22.9968,125,20.2915,58,0,6,0
22.69999773,17.9656,23.4,111,20.3045,59,0,6,0
22.73333106,16.8704,23.6016,106,20.3176,60,0,6,0
22.76666439,15.5972,23.6016,98,20.3307,60,0,6,0
22.79999772,16.4373,23.9976,105,20.3441,61,0,6,0
22.83333105,15.1849,24.1992,97,20.3575,61,0,6,0
22.86666438,12.0136,23.9976,78,20.3708,62,0,6,0
22.89999771,12.054,23.8032,77,20.3841,61,0,6,0
22.93333104,14.5588,23.8032,93,20.3973,61,0,6,0
22.96666437,14.4022,23.8032,92,20.4105,61,0,6,0
22.9999977,14.5588,23.8032,93,20.4237,61,0,6,0
23.03333103,15.0284,23.8032,96,20.437,61,0,6,0
23.06666436,14.5588,23.9976,93,20.4503,61,0,6,0
23.09999769,12.8368,23.9976,82,20.4636,61,0,6,0
23.13333102,16.9423,24.4008,110,20.4772,62,0,6,0
23.16666435,12.4757,24.4008,81,20.4907,62,0,6,0
23.19999768,10.4734,24.1992,68,20.5042,62,0,6,0
23.23333101,11.4278,23.9976,73,20.5175,61,0,6,0
23.26666434,12.054,23.8032,77,20.5307,61,0,6,0
23.29999767,0,22.1976,0,20.5431,0,0,6,0
23.333331,0,14.8032,0,20.5513,0,0,6,0
23.36666433,0,10.0008,0,20.5568,0,0,6,0
23.39999766,0,10.2024,0,20.5625,0,0,6,0
23.43333099,57.2958,12.1968,180,20.5693,30,0,6,0
23.46666432,50.4749,14.4,185,20.5773,35,0,6,0
23.49999765,30.3619,15.1992,124,20.5857,39,0,6,0
23.53333098,25.5298,16.6032,131,20.595,49,0,6,0
23.56666431,23.7832,17.2008,132,20.6045,53,0,6,0
23.59999764,19.0986,17.2008,108,20.6141,54,0,6,0
23.63333097,14.0635,17.4024,81,20.6237,55,0,6,0
23.6666643,0,15.1992,0,20.6322,0,0,6,0
23.69999763,7.00282,13.9968,33,20.64,45,0,6,0
23.73333096,9.97371,14.6016,47,20.6481,45,0,6,0
23.76666429,0,14.1984,0,20.656,0,0,6,0
23.79999762,14.43,14.1984,68,20.6638,45,0,6,0
23.83333095,0,13.8024,0,20.6715,0,0,6,0
23.86666428,0,13.3992,0,20.679,0,0,6,0
23.89999761,13.9908,13.6008,63,20.6865,43,0,6,0
23.93333094,9.0467,13.3992,36,20.694,38,0,6,0
23.96666427,16.8778,14.1984,76,20.7018,43,0,6,0
23.9999976,15.9155,14.1984,75,20.7097,45,0,6,0
24.03333093,17.8254,14.6016,84,20.7178,45,0,6,0
24.06666426,13.0033,14.8032,64,20.7261,47,0,6,0
24.09999759,10.6103,14.6016,50,20.7342,45,0,6,0
24.13333092,12.0404,14.4,58,20.7422,46,0,6,0
24.16666425,12.0958,14.4,57,20.7502,45,0,6,0
24.19999758,9.97371,14.1984,47,20.7581,45,0,6,0
24.23333091,11.4592,14.1984,54,20.766,45,0,6,0
24.26666424,16.2772,14.1984,75,20.7738,44,0,6,0
24.29999757,12.9446,13.9968,61,20.7816,45,0,6,0
24.3333309,14.1069,13.9968,65,20.7894,44,0,6,0
24.36666423,13.0218,13.9968,60,20.7972,44,0,6,0
24.39999756,12.9446,14.1984,61,20.8051,45,0,6,0
24.43333089,12.9446,14.8032,61,20.8133,45,0,6,0
24.46666422,0,13.8024,0,20.821,0,0,6,0
24.49999755,24.1916,14.8032,114,20.8292,45,0,6,0
24.53333088,13.4097,14.8032,66,20.8374,47,0,6,0
24.56666421,14.2224,15.4008,70,20.846,47,0,6,0
24.59999754,14.7218,15.6024,74,20.8546,48,0,6,0
24.63333087,14.8112,15.9984,76,20.8635,49,0,6,0
24.6666642,14.4176,16.2,77,20.8725,51,0,6,0
24.69999753,9.92378,15.9984,53,20.8814,51,0,6,0
24.73333086,0,14.9976,0,20.8897,0,0,6,0
24.76666419,0,14.9976,0,20.8981,0,0,6,0
24.79999752,28.4489,16.2,143,20.9071,48,0,6,0
24.83333085,11.9834,16.2,64,20.9161,51,0,6,0
24.86666418,11.6089,16.4016,62,20.9252,51,0,6,0
24.89999751,7.86413,15.9984,42,20.9341,51,0,6,0
24.93333084,8.02141,15.7968,42,20.9428,50,0,6,0
24.96666417,11.0772,15.9984,58,20.9517,50,0,6,0
24.9999975,8.40338,15.6024,44,20.9604,50,0,6,0
25.03333083,9.15953,15.6024,47,20.9691,49,0,6,0
25.06666416,8.96465,15.4008,46,20.9776,49,0,6,0
25.09999749,8.96465,16.4016,46,20.9867,49,0,6,0
25.13333082,0,15.6024,0,20.9954,0,0,6,0
25.16666415,0,14.9976,0,21.0037,0,0,6,0
25.19999748,0,14.4,0,21.0117,0,0,6,0
25.23333081,19.3062,14.9976,93,21.0201,46,0,6,0
25.26666414,10.5652,15.1992,52,21.0285,47,0,6,0
25.29999747,8.96465,15.6024,46,21.0372,49,0,6,0
25.3333308,9.35441,15.6024,48,21.0458,49,0,6,0
25.36666413,0,15.6024,0,21.0545,0,0,6,0
25.39999746,0,13.3992,0,21.062,0,0,6,0
25.43333079,0,12.1968,0,21.0687,0,0,6,0
25.46666412,0,11.0016,0,21.0748,0,0,6,0
25.49999745,0,7.9992,0,21.0793,0,0,6,0
25.53333078,0,9.5976,0,21.0846,0,0,6,0
25.56666411,0,8.7984,0,21.0895,0,0,6,0
25.59999744,0,10.5984,0,21.0954,0,0,6,0
25.63333077,21.3455,11.5992,76,21.1018,34,0,6,0
25.6666641,20.3551,12.6,81,21.1088,38,0,6,0
25.69999743,22.8251,13.3992,98,21.1163,41,0,6,0
25.73333076,24.9584,14.9976,115,21.1246,44,0,6,0
25.76666409,19.2975,15.6024,97,21.1333,48,0,6,0
25.79999742,16.2338,16.2,85,21.1423,50,0,6,0
25.83333075,13.6686,16.2,73,21.1513,51,0,6,0
25.86666408,14.2303,16.4016,76,21.1604,51,0,6,0
25.89999741,12.9726,16.6032,72,21.1696,53,0,6,0
25.93333074,15.4951,16.9992,86,21.1791,53,0,6,0
25.96666407,13.9703,17.2008,79,21.1886,54,0,6,0
25.9999974,13.8899,17.5968,80,21.1984,55,0,6,0
26.03333073,12.4482,18,73,21.2084,56,0,6,0
26.06666406,14.1534,18.2016,83,21.2185,56,0,6,0
26.09999739,16.509,19.0008,102,21.2291,59,0,6,0
26.13333072,15.5972,19.2024,98,21.2397,60,0,6,0
26.16666405,16.4802,19.8,107,21.2507,62,0,6,0
26.19999738,17.7344,20.5992,117,21.2622,63,0,6,0
26.23333071,16.1603,21.0024,110,21.2738,65,0,6,0
26.26666404,17.9584,21.6,126,21.2858,67,0,6,0
26.29999737,14.0431,22.0032,100,21.2981,68,0,6,0
26.3333307,12.0404,21.8016,87,21.3102,69,0,6,0
26.36666403,13.0092,22.0032,94,21.3224,69,0,6,0
26.39999736,15.961,22.3992,117,21.3349,70,0,6,0
26.43333069,17.0811,22.6008,127,21.3474,71,0,6,0
26.46666402,0,21.6,0,21.3594,0,0,6,0
26.49999735,0,20.2032,0,21.3706,0,0,6,0
26.53333068,0,16.4016,0,21.3797,0,0,6,0
26.56666401,0,10.8,0,21.3857,0,0,6,0
26.59999734,0,7.9992,0,21.3902,0,0,6,0
26.63333067,0,8.7984,0,21.3951,0,0,6,0
26.666664,47.7465,12.3984,160,21.402,32,0,6,0
26.69999733,65.1843,16.9992,314,21.4114,46,0,7,0
26.73333066,63.3026,21.0024,411,21.4231,62,0,7,0
26.76666399,59.1526,24.7968,446,21.4369,72,0,7,0
26.79999732,42.8525,26.5968,359,21.4516,80,0,7,0
26.83333065,43.0267,28.5984,392,21.4675,87,0,7,0
26.86666398,42.123,30.3984,397,21.4844,90,0,7,0
26.89999731,39.2823,31.1976,362,21.5017,88,0,7,0
26.93333064,38.6169,32.1984,368,21.5196,91,0,7,0
26.96666397,38.502,33.1992,379,21.5381,94,0,7,0
26.9999973,34.1188,33.7968,343,21.5568,96,0,7,0
27.03333063,34.8842,34.6032,358,21.5761,98,0,7,0
27.06666396,36.8468,35.4024,382,21.5957,99,0,7,0
27.09999729,35.8886,35.7984,342,21.6156,91,0,7,0
27.13333062,35.1871,36.4032,339,21.6358,92,0,7,0
27.16666395,37.6838,36.7992,367,21.6563,93,0,7,0
27.19999728,32.0655,36.7992,319,21.6767,95,0,7,0
27.23333061,33.4728,37.3968,333,21.6975,95,0,7,0
27.26666394,40.0677,38.0016,407,21.7186,97,0,7,0
27.29999727,32.3133,38.8008,335,21.7402,99,0,7,0
27.3333306,38.2936,39.3984,397,21.7621,99,0,7,0
27.36666393,28.7434,39.0024,301,21.7837,100,0,7,0
27.39999726,34.4153,39.6,364,21.8057,101,0,7,0
27.43333059,35.2013,40.1976,376,21.8281,102,0,7,0
27.46666392,28.5543,40.1976,305,21.8504,102,0,7,0
27.49999725,30.1458,40.0032,322,21.8726,102,0,7,0
27.53333058,33.4689,40.6008,361,21.8952,103,0,7,0
27.56666391,31.678,40.8024,345,21.9178,104,0,7,0
27.59999724,33.1042,40.9968,364,21.9406,105,0,7,0
27.63333057,32.8314,40.8024,361,21.9633,105,0,7,0
27.6666639,31.4672,41.1984,346,21.9862,105,0,7,0
27.69999723,33.0622,40.9968,367,22.009,106,0,7,0
27.73333056,33.0622,40.9968,367,22.0317,106,0,7,0
27.76666389,29.0082,41.1984,322,22.0546,106,0,7,0
27.79999722,34.5937,41.6016,384,22.0777,106,0,7,0
27.83333055,35.1671,41.6016,383,22.1008,104,0,7,0
27.86666388,31.0352,41.6016,325,22.124,100,0,7,0
27.89999721,37.9107,41.9976,397,22.1473,100,0,7,0
27.93333054,29.8893,41.4,313,22.1703,100,0,7,0
27.96666387,32.8496,41.4,344,22.1933,100,0,7,0
27.9999972,32.6586,41.4,342,22.2163,100,0,7,0
28.03333053,38.1017,41.4,399,22.2393,100,0,7,0
28.06666386,30.1912,40.8024,313,22.262,99,0,7,0
28.09999719,43.5024,41.4,451,22.285,99,0,7,0
28.13333052,36.9558,41.1984,387,22.3078,100,0,7,0
28.16666385,26.5258,40.6008,275,22.3304,99,0,7,0
28.19999718,35.9787,41.1984,373,22.3533,99,0,7,0
28.23333051,30.0948,40.8024,312,22.376,99,0,7,0
28.26666384,35.7857,41.1984,371,22.3988,99,0,7,0
28.29999717,33.2779,41.1984,345,22.4217,99,0,7,0
28.3333305,28.9373,40.8024,300,22.4444,99,0,7,0
28.36666383,35.2739,41.1984,362,22.4673,98,0,7,0
28.39999716,32.7956,40.8024,340,22.49,99,0,7,0
28.43333049,31.7345,41.1984,329,22.5128,99,0,7,0
28.46666382,31.3487,40.9968,325,22.5356,99,0,7,0
28.49999715,35.9787,40.9968,373,22.5584,99,0,7,0
28.53333048,30.8664,41.4,320,22.5814,99,0,7,0
28.56666381,29.516,41.1984,306,22.6043,99,0,7,0
28.59999714,34.473,41.1984,361,22.6272,100,0,7,0
28.63333047,31.5127,41.8032,330,22.6504,100,0,7,0
28.6666638,28.9344,41.6016,303,22.6735,100,0,7,0
28.69999713,37.1572,41.8032,393,22.6967,101,0,7,0
28.73333046,0,40.0032,0,22.719,0,0,8,0
28.76666379,0,38.0016,0,22.7401,0,0,8,0
28.79999712,0,36.2016,0,22.7602,0,0,8,0
28.83333045,0,34.7976,0,22.7795,0,0,8,0
28.86666378,0,33.1992,0,22.798,0,0,8,0
28.89999711,0,32.1984,0,22.8158,0,0,8,0
28.93333044,0,30.6,0,22.8328,0,0,8,0
28.96666377,0,29.5992,0,22.8493,0,0,8,0
28.9999971,0,28.2024,0,22.865,0,0,8,0
29.03333043,0,27.4032,0,22.8802,0,0,8,0
29.06666376,9.09457,26.4024,60,22.8948,63,0,8,0
29.09999709,8.48826,25.9992,56,22.9093,63,0,8,0
29.13333042,8.00909,25.6032,52,22.9235,62,0,8,0
29.16666375,8.45348,25.2,54,22.9375,61,0,8,0
29.19999708,8.91268,24.4008,56,22.9511,60,0,8,0
29.23333041,9.38744,24.4008,58,22.9646,59,0,8,0
29.26666374,11.525,23.9976,70,22.978,58,0,8,0
29.29999707,14.9825,23.9976,91,22.9913,58,0,8,0
29.3333304,14.9825,24.1992,91,23.0047,58,0,8,0
29.36666373,14.4886,24.1992,88,23.0182,58,0,8,0
29.39999706,14.6532,23.9976,89,23.0315,58,0,8,0
29.43333039,17.6168,24.1992,107,23.045,58,0,8,0
29.46666372,10.5545,23.9976,63,23.0583,57,0,8,0
29.49999705,0,22.9968,0,23.0711,0,0,8,0
29.53333038,0,22.0032,0,23.0833,0,0,8,0
29.56666371,0,21.3984,0,23.0952,0,0,8,0
29.59999704,0,20.3976,0,23.1065,0,0,8,0
29.63333037,0,19.5984,0,23.1174,0,0,8,0
29.6666637,23.0775,20.2032,116,23.1286,48,0,8,0
29.69999703,24.5553,21.0024,126,23.1403,49,0,8,0
29.73333036,18.5369,21.6,99,23.1523,51,0,8,0
29.76666369,16.1603,22.1976,88,23.1646,52,0,8,0
29.79999702,17.1167,22.8024,95,23.1773,53,0,8,0
29.83333035,18.0569,23.1984,104,23.1902,55,0,8,0
29.86666368,15.5176,23.6016,91,23.2033,56,0,8,0
29.89999701,15.4129,23.8032,92,23.2165,57,0,8,0
29.93333034,12.3482,24.1992,75,23.23,58,0,8,0
29.96666367,12.1836,24.4008,74,23.2435,58,0,8,0
29.999997,10.5204,24.4008,65,23.2571,59,0,8,0
30.03333033,10.0432,24.1992,61,23.2705,58,0,8,0
30.06666366,9.87858,23.9976,60,23.2838,58,0,8,0
30.09999699,12.5649,23.8032,75,23.2971,57,0,8,0
30.13333032,13.4025,23.4,80,23.3101,57,0,8,0
30.16666365,13.1303,23.4,77,23.3231,56,0,8,0
30.19999698,19.0986,23.6016,112,23.3362,56,0,8,0
30.23333031,15.1766,23.1984,89,23.3491,56,0,8,0
30.26666364,15.1053,22.8024,87,23.3617,55,0,8,0
30.29999697,15.4525,22.3992,89,23.3742,55,0,8,0
30.3333303,15.385,22.3992,87,23.3866,54,0,8,0
30.36666363,18.0376,22.1976,102,23.399,54,0,8,0
30.39999696,18.7382,22.0032,104,23.4112,53,0,8,0
30.43333029,20.7202,21.6,115,23.4232,53,0,8,0
30.46666362,19.7931,21.6,114,23.4352,55,0,8,0
30.49999695,17.1887,21.1968,99,23.447,55,0,8,0
30.53333028,0,18,0,23.457,0,0,8,0
